Distance A,Distance B,Distance C,Position X,Position Y,Date,Time
1.066705102416697,1.325294510169114,1.457214664618664,122,137,Feb 09, 2017 12:24:43.221
1.0657109334732175,1.365592198392806,1.4837175804926783,122,137,Feb 09, 2017 12:24:44.336
1.0754742835763245,1.3604589734993713,1.4915886379262722,122,137,Feb 09, 2017 12:24:45.454
1.077243320020787,1.365592198392806,1.533095112687557,122,137,Feb 09, 2017 12:24:46.571
1.0879649636348754,1.3528109972564129,1.582439608511442,122,137,Feb 09, 2017 12:24:47.686
1.0843705389203548,1.416149401053774,1.5614804230094308,122,137,Feb 09, 2017 12:24:48.810
1.0954764385837499,1.4239205431401918,1.6273402457889734,122,137,Feb 09, 2017 12:24:49.927
1.102550399209396,1.4130575489473811,1.7012741410112846,122,137,Feb 09, 2017 12:24:51.052
1.1161267486194506,1.416149401053774,1.6758385534746056,122,137,Feb 09, 2017 12:24:52.165
1.137442590992812,1.4211938827084265,1.6875176239007508,122,137,Feb 09, 2017 12:24:53.298
1.1212570842687926,1.4677374958648404,1.694378188238772,122,137,Feb 09, 2017 12:24:54.431
1.1250627482127118,1.4783646309302814,1.6758385534746056,122,137,Feb 09, 2017 12:24:55.542
1.1338429845373716,1.462463095708582,1.6508855440918029,122,137,Feb 09, 2017 12:24:56.651
1.1161267486194506,1.5219334662924484,1.6324828789203036,122,137,Feb 09, 2017 12:24:57.765
1.1057194967387498,1.533095112687557,1.6023967935598757,122,137,Feb 09, 2017 12:24:58.904
1.1126392865966426,1.533095112687557,1.6570789742519945,122,137,Feb 09, 2017 12:25:00.063
1.0988726813983196,1.5500432495123804,1.714175316033072,122,137,Feb 09, 2017 12:25:01.177
1.1099691518660777,1.5905643956127185,1.6695553595580048,122,137,Feb 09, 2017 12:25:02.305
1.1250627482127118,1.5210793898147,1.6324828789203036,122,137,Feb 09, 2017 12:25:03.419
1.137442590992812,1.4800088871599035,1.608356054001153,122,137,Feb 09, 2017 12:25:04.545
1.137442590992812,1.4742648730526573,1.5964662792450948,122,137,Feb 09, 2017 12:25:05.663
1.1410611765857643,1.4945027829476671,1.5636926669322595,122,137,Feb 09, 2017 12:25:06.792
1.1212570842687926,1.4890969284295625,1.5699089975299663,122,137,Feb 09, 2017 12:25:07.911
1.1338429845373716,1.4730379718883748,1.5614804230094308,122,137,Feb 09, 2017 12:25:09.031
1.140503232453462,1.5219334662924484,1.5557479198157713,122,137,Feb 09, 2017 12:25:10.152
1.1410611765857643,1.5163934433610629,1.5053944463233364,122,137,Feb 09, 2017 12:25:11.277
1.1338429845373716,1.5210793898147,1.499935252607328,122,137,Feb 09, 2017 12:25:12.396
1.1057194967387498,1.5270714405144101,1.4974246447791728,122,137,Feb 09, 2017 12:25:13.515
1.1444183267509171,1.4945027829476671,1.4857834304979614,122,137,Feb 09, 2017 12:25:14.644
1.140503232453462,1.4837175804926783,1.4857834304979614,122,137,Feb 09, 2017 12:25:15.773
1.1562972110314271,1.499935252607328,1.4730379718883748,122,137,Feb 09, 2017 12:25:16.880
1.152031641342096,1.4404344096509232,1.462463095708582,122,137,Feb 09, 2017 12:25:18.001
1.170703151872082,1.4404344096509232,1.457214664618664,122,137,Feb 09, 2017 12:25:19.115
1.1669297145617106,1.4293957851020274,1.4416241229721405,122,137,Feb 09, 2017 12:25:20.242
0.8774627140346202,0.8774627140346202,2.3615080083441047,122,223,Feb 09, 2017 12:25:39.995
0.8774627140346202,0.8774627140346202,2.428796963027942,122,223,Feb 09, 2017 12:25:41.111
0.8774627140346202,0.8774627140346202,0.0,122,223,Feb 09, 2017 12:25:42.224
0.9369299024024313,0.8774627140346202,2.3615080083441047,122,223,Feb 09, 2017 12:25:43.344
0.9167164497230293,0.8774627140346202,2.428796963027942,122,223,Feb 09, 2017 12:25:44.460
0.9067576504248344,0.9067576504248344,2.0363748809529305,122,223,Feb 09, 2017 12:25:45.573
0.8546431273821192,0.8774627140346202,2.1419791579084784,122,223,Feb 09, 2017 12:25:46.693
0.8214143101222705,0.8584088985276264,2.1360577805874996,122,223,Feb 09, 2017 12:25:47.804
0.8450278922175135,0.9816012545968257,2.0740601789118167,122,223,Feb 09, 2017 12:25:48.915
0.8214143101222705,0.8774627140346202,2.0310569497199253,122,223,Feb 09, 2017 12:25:50.035
0.8450278922175135,0.9816012545968257,2.1518901755283126,122,223,Feb 09, 2017 12:25:51.150
0.8774627140346202,0.9680027470347472,2.095959590307416,122,223,Feb 09, 2017 12:25:52.266
0.8521408802086784,0.9880224760089706,2.0693052474064277,122,223,Feb 09, 2017 12:25:53.381
0.8323590450801921,1.0062432091381144,2.0740601789118167,122,223,Feb 09, 2017 12:25:54.507
0.8164823866172854,1.0216299018328203,2.1125604082213227,122,223,Feb 09, 2017 12:25:55.612
0.8123928264245777,1.0172070354766432,2.060262906392599,122,223,Feb 09, 2017 12:25:56.726
0.8256084002315385,1.0134923856798763,2.093207519084798,122,223,Feb 09, 2017 12:25:57.841
0.8370896892020863,1.0045018728275483,2.1306086378581153,122,223,Feb 09, 2017 12:25:58.949
0.8611078710147575,1.001612286112533,2.1488350218829977,122,223,Feb 09, 2017 12:26:00.074
0.8611078710147575,1.0162190415303567,2.076992617649376,122,223,Feb 09, 2017 12:26:01.184
0.8774627140346202,1.0162190415303567,2.1125604082213227,122,223,Feb 09, 2017 12:26:02.301
0.8692506752547167,1.0132657817693047,2.129313587656597,122,223,Feb 09, 2017 12:26:03.416
0.8692506752547167,1.0009476960692372,2.095959590307416,122,223,Feb 09, 2017 12:26:04.547
0.8774627140346202,0.9958802568874534,2.1125604082213227,122,223,Feb 09, 2017 12:26:05.646
0.9025194825709314,1.0103285486319797,2.1125604082213227,122,223,Feb 09, 2017 12:26:06.758
0.9545740218957193,1.0132657817693047,2.1547315772877953,122,223,Feb 09, 2017 12:26:07.872
0.9607509184806685,1.0045018728275483,2.1632816839923494,122,223,Feb 09, 2017 12:26:08.983
0.97085,1.007407269702814,0.0,122,223,Feb 09, 2017 12:26:10.103
0.9369299024024313,0.9902106120637872,2.1858281045036008,122,223,Feb 09, 2017 12:26:11.221
0.9025194825709314,1.0045018728275483,2.2140515034559933,122,223,Feb 09, 2017 12:26:12.338
0.9025194825709314,0.9902106120637872,2.223551454544036,122,223,Feb 09, 2017 12:26:13.453
0.9025194825709314,0.9790562163672394,2.233097793619956,122,223,Feb 09, 2017 12:26:14.575
0.9545740218957193,0.0,2.1765118347769397,122,223,Feb 09, 2017 12:26:15.678
0.9545740218957193,0.97085,2.195190015191665,122,223,Feb 09, 2017 12:26:16.796
0.97085,0.9826759156921078,2.1672410207633863,122,223,Feb 09, 2017 12:26:17.912
0.9725166244633484,0.9917309501612849,2.1125604082213227,122,223,Feb 09, 2017 12:26:19.031
0.97085,0.9947851131553525,2.0682097607731094,122,223,Feb 09, 2017 12:26:20.143
0.9816012545968257,0.9826759156921078,2.1306086378581153,122,223,Feb 09, 2017 12:26:21.267
0.9457149294853371,0.9947851131553525,2.0682097607731094,122,223,Feb 09, 2017 12:26:22.375
0.9907621900510248,1.0040562937578419,2.076992617649376,122,223,Feb 09, 2017 12:26:23.492
0.9735703461015738,0.0,2.0594701830481954,122,223,Feb 09, 2017 12:26:24.604
0.9816012545968257,1.0206791401454596,2.085818931815827,122,223,Feb 09, 2017 12:26:25.719
0.9725166244633484,1.0206791401454596,0.0,122,223,Feb 09, 2017 12:26:26.834
0.9195798441100383,1.0312282926172387,2.045720596665903,122,223,Feb 09, 2017 12:26:27.966
0.9025194825709314,1.0449466492508255,2.027079197410665,122,223,Feb 09, 2017 12:26:29.072
0.8370896892020863,1.049260056675628,2.007931676395372,122,223,Feb 09, 2017 12:26:30.356
0.886384475783105,1.060354255254631,1.9661408852057882,122,223,Feb 09, 2017 12:26:31.462
0.904473339617258,1.0566329802376897,1.9661408852057882,122,223,Feb 09, 2017 12:26:32.584
0.8940965897386325,1.0678670390688851,1.9544882918302424,122,223,Feb 09, 2017 12:26:33.703
0.9545740218957193,1.079313636368167,1.928065584875211,122,223,Feb 09, 2017 12:26:34.834
0.904473339617258,1.0870644230595385,1.9014085484720624,122,223,Feb 09, 2017 12:26:35.942
0.904473339617258,1.079313636368167,1.9093589016481427,122,223,Feb 09, 2017 12:26:37.064
